WKT,C_COMP_MER,INDIRIZZ,CARRAIO,FRONTE,INSEGNA,ANNO_INI,MESE_INI,TIPO_MER,DESC_RIP,DETT_RIP,CAT_MER,PREVALEN,TIPO_LOC,MQ_TOT_L,MQ_TOT_V,TIPO_ADD,NOME_ADD,SEZCENS,ZONASTAT,NCIRCO,SEZ_ELET,CAP
"POINT (1396080.171 4990255.186)",CF,VIA BELFIORE 16 bis/D,No,No,,2016,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,137365,46,2,,NEGOZIO,352,09,8,0,10125
"POINT (1396193.521 4990164.86)",CF,VIA PRINCIPE TOMMASO 31,Si,No,,1978,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,18957,108,.,,NEGOZIO,355,09,8,729,10125
"POINT (1396101.824 4990329.519)",EP,VIA BELFIORE 10/D,No,No,,2014,12,.,Somministrazione,U,Nessuna,,122796,60,,,,340,09,8,0,10125
"POINT (1396103.126 4990417.584)",CF,VIA CLAUDIO LUIGI BERTHOLLET 8/B,No,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Macelleria,S,132761,126,66,,NEGOZIO,340,09,8,0,10125
"POINT (1396081.639 4990221.622)",CF,VIA BELFIORE 11,Si,No,,2016,3,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,135119,50,.,,NEGOZIO,353,09,8,732,10125
"POINT (1396293.693 4990148.489)",CF,VIA MADAMA CRISTINA 25/A,No,No,,2009,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,12348,65,60,N,NEGOZIO,356,09,8,0,10125
"POINT (1396031.585 4990434.768)",AE,VIA SALUZZO 20,No,No,,2015,5,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,132598,23,.,,,339,09,8,725,10125
"POINT (1396103.126 4990417.584)",CF,VIA CLAUDIO LUIGI BERTHOLLET 8/B,No,No,,2017,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,132761,126,66,,NEGOZIO,340,09,8,0,10125
"POINT (1396083.305 4990227.363)",CF,VIA BELFIORE 11/B,No,No,,2016,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,136238,36,23,,NEGOZIO,353,09,8,0,10125
"POINT (1396289.09 4990139.638)",CF,VIA MADAMA CRISTINA 25/C,No,No,,2006,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,64137,112,80,N,NEGOZIO,356,09,8,0,10125
"POINT (1396031.585 4990434.768)",CF,VIA SALUZZO 20,No,No,,2017,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Macelleria,S,135110,54,31,,NEGOZIO,339,09,8,725,10125
"POINT (1396108.585 4990428.102)",CF,VIA CLAUDIO LUIGI BERTHOLLET 9/B,No,No,,2005,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,19527,.,45,N,NEGOZIO,334,09,8,724,10125
"POINT (1396083.305 4990227.363)",CF,VIA BELFIORE 11/B,No,No,,2014,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,124569,76,31,,NEGOZIO,353,09,8,0,10125
"POINT (1396281.447 4990124.939)",EP,VIA MADAMA CRISTINA 27,Si,No,,2015,6,.,Somministrazione,B,Nessuna,,55004,104,,N,,356,09,8,729,10125
"POINT (1396031.585 4990434.768)",CF,VIA SALUZZO 20,No,No,,2017,2,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,135110,54,31,,NEGOZIO,339,09,8,725,10125
"POINT (1396083.305 4990227.363)",CF,VIA BELFIORE 11/B,No,No,,2014,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari annessi ad altre attivita,N,124569,76,31,,NEGOZIO,353,09,8,0,10125
"POINT (1396281.447 4990124.939)",CF,VIA MADAMA CRISTINA 27,Si,No,,1999,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,13759,155,.,,NEGOZIO,356,09,8,729,10125
"POINT (1396028.025 4990383.706)",CF,VIA SALUZZO 21,Si,No,,2015,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panetteria,S,132401,120,20,,NEGOZIO,340,09,8,725,10125
"POINT (1396076.39 4990203.536)",CF,VIA BELFIORE 13,Si,No,,2015,6,EXTRALIMENTARI,FORME SPECIALI DI VENDITA,Vend.dettaglio a domicilio,Abbigliamento,S,133033,.,.,,,353,09,8,730,10125
"POINT (1396281.447 4990124.939)",CF,VIA MADAMA CRISTINA 27,Si,No,,1993,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,4583,40,.,,NEGOZIO,356,09,8,729,10125
"POINT (1396027.52 4990420.646)",CF,VIA SALUZZO 22/B,No,No,,2012,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panetteria,S,123882,36,15,,NEGOZIO,339,09,8,0,10125
"POINT (1396076.39 4990203.536)",CF,VIA BELFIORE 13,Si,No,,2011,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,117959,15,15,,NEGOZIO,353,09,8,730,10125
"POINT (1396268.697 4990100.422)",AE,VIA MADAMA CRISTINA 31/A,No,No,,2017,5,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,138469,78,.,,,356,09,8,0,10125
"POINT (1396108.634 4990314.297)",CF,VIA BELFIORE 5,Si,No,,2016,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,135992,79,65,,NEGOZIO,346,09,8,732,10125
"POINT (1396027.52 4990420.646)",CF,VIA SALUZZO 22/B,No,No,,2009,12,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,110134,32,32,,NEGOZIO,339,09,8,0,10125
"POINT (1396224.88 4990054.139)",CF,VIA MADAMA CRISTINA 32/C,No,No,,2017,12,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pizza al taglio,S,129796,27,6,,NEGOZIO,359,09,8,0,10125
"POINT (1396108.634 4990314.297)",CF,VIA BELFIORE 5,Si,No,,2016,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,135992,79,65,,NEGOZIO,346,09,8,732,10125
"POINT (1396020.251 4990356.866)",CF,VIA SALUZZO 23/D,No,No,,2013,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,126208,48,29,,NEGOZIO,340,09,8,0,10125
"POINT (1396211.453 4990028.363)",EP,VIA MADAMA CRISTINA 34/F,No,No,,2010,3,.,Somministrazione,B,Nessuna,,57272,87,,N,,359,09,8,0,10125
"POINT (1396118.337 4990314.261)",EP,VIA BELFIORE 5 scala A,No,No,,2016,7,ALTRO,Somministrazione,U,Nessuna,,136043,54,,,,346,09,8,732,10125
"POINT (1396020.251 4990356.866)",CF,VIA SALUZZO 23/D,No,No,,1999,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,12866,34,.,,NEGOZIO,340,09,8,0,10125
"POINT (1395972.221 4990191.076)",CF,VIA SALUZZO 31,No,No,,2002,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Autoveicoli e motoveicoli,S,132763,250,250,,NEGOZIO,352,09,8,730,10125
"POINT (1396244.494 4990053.781)",CF,VIA MADAMA CRISTINA 35/B,No,No,,1994,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,19382,51,.,,NEGOZIO,360,09,8,0,10125
"POINT (1395972.221 4990191.076)",CF,VIA SALUZZO 31,No,No,,2002,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,132763,250,250,,NEGOZIO,352,09,8,730,10125
"POINT (1395976.343 4990361.536)",CF,VIA SALUZZO 32 scala C,No,No,,2017,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,138182,30,19,,NEGOZIO,339,09,8,725,10125
"POINT (1395966.485 4990171.587)",CF,VIA SALUZZO 33/C,No,No,,2004,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,27056,.,35,N,NEGOZIO,352,09,8,0,10125
"POINT (1396150.912 4990081.562)",EP,VIA PRINCIPE TOMMASO 39/A,No,No,,2014,2,ALTRO,Somministrazione,U,Nessuna,,127964,24,,,,359,09,8,0,10125
"POINT (1395963.203 4990160.96)",EP,VIA SALUZZO 35/B,No,No,,2014,11,.,Somministrazione,B,Nessuna,,123006,85,,,,352,09,8,0,10125
"POINT (1396248.087 4990638.809)",CF,CORSO VITTORIO EMANUELE II 39/B,No,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,31707,22,.,,NEGOZIO,320,09,8,0,10125
"POINT (1396228.983 4990648.852)",CF,CORSO VITTORIO EMANUELE II 41/E,No,No,,1987,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,7012,236,.,,NEGOZIO,320,09,8,0,10125
"POINT (1396235.203 4990645.582)",EP,CORSO VITTORIO EMANUELE II 41,No,No,,2003,2,ALTRO,Somministrazione,A,Nessuna,,54763,115,,,,320,09,8,726,10125
"POINT (1396235.203 4990645.582)",CF,CORSO VITTORIO EMANUELE II 41,No,No,,2015,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,134247,267,248,,NEGOZIO,320,09,8,726,10125
"POINT (1396191.5 4990668.867)",EP,CORSO VITTORIO EMANUELE II 43/D,No,No,,2014,8,.,Somministrazione,A+B,Nessuna,,55240,255,,N,,319,09,8,0,10125
"POINT (1396177.517 4990676.291)",CF,CORSO VITTORIO EMANUELE II 45/B,No,No,,1999,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,12766,140,.,,NEGOZIO,319,09,8,0,10125
"POINT (1396170.441 4990680.047)",EP,CORSO VITTORIO EMANUELE II 45/D,No,No,,2018,1,.,Somministrazione,A,Nessuna,,134523,51,,,,319,09,8,0,10125
"POINT (1396170.441 4990680.047)",EP,CORSO VITTORIO EMANUELE II 45/D,No,No,,2014,3,.,Somministrazione,A+B,Nessuna,,56758,48,,,,319,09,8,0,10125
"POINT (1395972.314 4990230.361)",CF,VIA SALUZZO 40/D,No,No,,2013,2,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pasticceria,S,134261,40,12,,,351,09,8,0,10125
"POINT (1395961.841 4990194.384)",EP,VIA SALUZZO 42/F,No,No,,2016,7,.,Somministrazione,B,Nessuna,,55633,74,,N,,351,09,8,0,10125
"POINT (1396070.44 4990183.173)",CF,VIA BELFIORE 15,Si,No,,2010,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,113632,89,55,,NEGOZIO,353,09,8,730,10125
"POINT (1395961.841 4990194.384)",EP,VIA SALUZZO 42/F,No,No,,2003,4,ALTRO,Somministrazione,D,Nessuna,,54972,74,,N,,351,09,8,0,10125
"POINT (1396070.44 4990183.173)",CF,VIA BELFIORE 15,Si,No,,2010,10,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,N,113632,89,55,,NEGOZIO,353,09,8,730,10125
"POINT (1395955.776 4990173.546)",CF,VIA SALUZZO 44/A,No,No,,2013,11,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Articoli per animali,S,129680,100,94,,NEGOZIO,351,09,8,0,10125
"POINT (1396064.602 4990162.916)",EP,VIA BELFIORE 17/C,No,No,,2003,7,ALTRO,Somministrazione,B,Nessuna,,55286,53,,N,,353,09,8,0,10125
"POINT (1395952.977 4990164.095)",CF,VIA SALUZZO 44,Si,No,,2004,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,16320,29,.,N,NEGOZIO,351,09,8,730,10125
"POINT (1396072.398 4990228.502)",EP,VIA BELFIORE 18/C,No,No,,2016,3,ALTRO,Somministrazione,U,Nessuna,,134977,50,,,,352,09,8,0,10125
"POINT (1396058.202 4990179.771)",CF,VIA BELFIORE 22/F,No,No,,2017,9,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,139055,83,51,,NEGOZIO,352,09,8,0,10125
"POINT (1396058.202 4990179.771)",CF,VIA BELFIORE 22/F,No,No,,2007,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Sexy shop,S,16853,250,200,N,NEGOZIO,352,09,8,0,10125
"POINT (1396373.353 4990147.998)",CF,VIA GIUSEPPE BARETTI 31 scala B,No,No,,2008,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Non alimentari annessi ad altre attivita,S,106201,.,35,N,NEGOZIO,349,09,8,733,10125
"POINT (1396132.573 4990519.419)",AE,VIA BERNARDINO GALLIARI 4/E,No,No,,2017,10,ALTRO,Acconciatori/estetisti,Estetica,Nessuna,,139344,159,.,,,333,09,8,0,10125
"POINT (1396171.457 4990498.821)",AE,VIA BERNARDINO GALLIARI 8/A,No,No,,2000,2,ALTRO,Acconciatori/estetisti,Acconciatori,Nessuna,,61667,36,.,,,334,09,8,0,10125
"POINT (1396436.638 4990463.815)",CF,VIA MADAMA CRISTINA 6/F,No,No,,2000,9,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,2451,284,205,N,NEGOZIO,322,09,8,0,10125
"POINT (1396436.638 4990463.815)",CF,VIA MADAMA CRISTINA 6/F,No,No,,2000,9,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,2451,284,205,N,NEGOZIO,322,09,8,0,10125
"POINT (1396442.492 4990475.036)",CF,VIA MADAMA CRISTINA 6,Si,No,,2016,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,136050,60,6,,NEGOZIO,322,09,8,727,10125
"POINT (1396477.516 4990054.831)",CF,VIA GIUSEPPE BARETTI 46,Si,No,,2002,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,36664,304,240,N,NEGOZIO,357,09,8,733,10125
"POINT (1396442.492 4990475.036)",CF,VIA MADAMA CRISTINA 6,Si,No,,2016,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,136050,60,6,,NEGOZIO,322,09,8,727,10125
"POINT (1396477.516 4990054.831)",CF,VIA GIUSEPPE BARETTI 46,Si,No,,1980,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,1709,40,.,,NEGOZIO,357,09,8,733,10125
"POINT (1396442.492 4990475.036)",CF,VIA MADAMA CRISTINA 6,Si,No,,2013,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,127217,18,18,,NEGOZIO,322,09,8,727,10125
"POINT (1396429.758 4990449.992)",CF,VIA MADAMA CRISTINA 8/A,No,No,,1997,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,129555,220,176,,,329,09,8,0,10125
"POINT (1396423.406 4990437.686)",CF,VIA MADAMA CRISTINA 8,Si,No,,2014,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Intimo,S,131050,60,30,,NEGOZIO,329,09,8,727,10125
"POINT (1396423.406 4990437.686)",CF,VIA MADAMA CRISTINA 8,Si,No,,1992,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,9076,50,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396440.191 4990431.708)",CF,VIA MADAMA CRISTINA 9,Si,No,,1988,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,6436,35,33,N,NEGOZIO,330,09,8,727,10125
"POINT (1396431.481 4990414.958)",CF,VIA MADAMA CRISTINA 11/B,No,No,,1991,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,26519,61,.,,NEGOZIO,330,09,8,0,10125
"POINT (1396424.766 4990402.044)",CF,VIA MADAMA CRISTINA 11/E,No,No,,2017,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,207,S,136741,35,30,,NEGOZIO,330,09,8,0,10125
"POINT (1396426.194 4990404.79)",EP,VIA MADAMA CRISTINA 11,Si,No,,2003,4,ALTRO,Somministrazione,B,Nessuna,,54988,48,,,,330,09,8,727,10125
"POINT (1396426.194 4990404.79)",CF,VIA MADAMA CRISTINA 11,Si,No,,1988,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,6921,40,.,,NEGOZIO,330,09,8,727,10125
"POINT (1396426.194 4990404.79)",CF,VIA MADAMA CRISTINA 11,Si,No,,1975,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,2280,70,.,N,NEGOZIO,330,09,8,727,10125
"POINT (1396426.194 4990404.79)",CF,VIA MADAMA CRISTINA 11,Si,No,,2003,4,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Pasticceria,S,1736,30,.,N,NEGOZIO,330,09,8,727,10125
"POINT (1396407.491 4990406.858)",CF,VIA MADAMA CRISTINA 12,Si,No,,2005,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,16413,171,.,N,NEGOZIO,329,09,8,727,10125
"POINT (1396332.139 4990261.393)",CF,VIA MADAMA CRISTINA 16,No,No,,2009,2,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Profumeria,S,16834,200,.,N,NEGOZIO,343,09,8,728,10125
"POINT (1396344.961 4990247.496)",CF,VIA MADAMA CRISTINA 17,Si,No,,2012,8,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,122687,82,3,,NEGOZIO,344,09,8,731,10125
"POINT (1396322.005 4990241.636)",CF,VIA MADAMA CRISTINA 18/F,No,No,,2011,5,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Calzature,S,15662,50,50,N,NEGOZIO,343,09,8,0,10125
"POINT (1396537.83 4990391.757)",EP,VIA ORMEA 6/A,No,No,,2014,1,ALTRO,Somministrazione,U,Nessuna,,127766,35,,,,330,09,8,0,10125
"POINT (1396054.836 4990607.993)",CF,VIA NIZZA 7/H,No,Si,,2010,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Abbigliamento,S,111421,3,3,,INTERPILASTRO,325,09,8,0,10125
"POINT (1396054.836 4990607.993)",CF,VIA NIZZA 7/H,No,Si,,2007,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,98493,.,3,N,NEGOZIO,325,09,8,0,10125
"POINT (1396037.371 4990562.083)",CF,VIA NIZZA 11,No,No,,2004,4,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,3683,10,.,,NEGOZIO,332,09,8,725,10125
"POINT (1396022.463 4990534.278)",CF,VIA NIZZA 13/C,No,No,,1993,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Tabacchi,S,36769,6,.,,NEGOZIO,332,09,8,0,10125
"POINT (1396019.928 4990529.55)",CF,VIA NIZZA 13/E,No,No,,2016,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,137114,35,24,,NEGOZIO,332,09,8,0,10125
"POINT (1396133.442 4990609.214)",CF,VIA S. PIO V 2/F,No,No,,2005,6,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,40675,.,120,N,,326,09,8,0,10125
"POINT (1396193.955 4990577.32)",CF,VIA S. PIO V 6,Si,No,,2007,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,20161,118,94,N,NEGOZIO,327,09,8,726,10125
"POINT (1396340.745 4990239.375)",CF,VIA MADAMA CRISTINA 19,No,No,,1991,10,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,8980,.,100,,NEGOZIO,344,09,8,731,10125
"POINT (1396340.745 4990239.375)",CF,VIA MADAMA CRISTINA 19,No,No,,1987,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Oggetti preziosi,S,6251,56,.,N,NEGOZIO,344,09,8,731,10125
"POINT (1396340.745 4990239.375)",CF,VIA MADAMA CRISTINA 19,No,No,,1987,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,N,6251,56,.,N,NEGOZIO,344,09,8,731,10125
"POINT (1396309.136 4990217.004)",CF,VIA MADAMA CRISTINA 20/C,No,No,,2008,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Vendita al dettaglio di cose antiche ed usate,S,106053,23,18,N,NEGOZIO,348,09,8,0,10125
"POINT (1396309.136 4990217.004)",CF,VIA MADAMA CRISTINA 20/C,No,No,,2008,11,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mobili,N,106053,23,18,N,NEGOZIO,348,09,8,0,10125
"POINT (1396301.538 4990202.405)",EP,VIA MADAMA CRISTINA 20/G,No,No,,2008,5,.,Somministrazione,D,Nessuna,,47553,99,,N,,348,09,8,0,10125
"POINT (1396301.538 4990202.405)",EP,VIA MADAMA CRISTINA 20/G,No,No,,2009,12,.,Somministrazione,A,Nessuna,,47554,97,,N,,348,09,8,0,10125
"POINT (1396014.357 4990314.039)",CF,LARGO SALUZZO 25/D,No,No,,2013,7,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Gastronomia,S,126366,27,3,,NEGOZIO,340,09,8,0,10125
"POINT (1396301.538 4990202.405)",CF,VIA MADAMA CRISTINA 20/G,No,No,,2010,10,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Bibite,S,113594,.,5,,NEGOZIO,348,09,8,0,10125
"POINT (1395971.306 4990294.286)",CF,LARGO SALUZZO 36/A,No,No,,2015,11,ALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Panificio,S,134110,110,19,,NEGOZIO,351,09,8,0,10125
"POINT (1396315.318 4990190.312)",CF,VIA MADAMA CRISTINA 21,Si,No,,2013,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Tabacchi,S,34377,43,31,,NEGOZIO,349,09,8,733,10125
"POINT (1396302.986 4990519.566)",AE,VIA S. PIO V 14,Si,No,,2014,8,ALTRO,Acconciatori/estetisti,Estetica,Nessuna,,129870,.,.,,,328,09,8,726,10125
"POINT (1396315.318 4990190.312)",CF,VIA MADAMA CRISTINA 21,Si,No,,2013,7,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,99,N,34377,43,31,,NEGOZIO,349,09,8,733,10125
"POINT (1396386.733 4990488.708)",EP,VIA S. PIO V 15 bis,No,No,,2013,9,ALTRO,Somministrazione,U,Nessuna,,126515,36,,,,322,09,8,727,10125
"POINT (1396308.347 4990176.854)",CF,VIA MADAMA CRISTINA 23/B,No,No,,2014,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Telefonia,S,130257,71,60,,NEGOZIO,349,09,8,0,10125
"POINT (1396386.733 4990488.708)",CF,VIA S. PIO V 15 bis,No,No,,2013,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Mista,S,126193,160,55,,SA,322,09,8,727,10125
"POINT (1396269.019 4990139.563)",CF,VIA MADAMA CRISTINA 24,No,No,,2016,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,135702,265,194,,NEGOZIO,355,09,8,729,10125
"POINT (1396326.227 4990507.53)",CF,VIA S. PIO V 16,Si,No,,1993,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Alimentari,S,26751,45,.,,NEGOZIO,328,09,8,726,10125
"POINT (1396269.019 4990139.563)",CF,VIA MADAMA CRISTINA 24,No,No,,2016,5,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,135702,265,194,,NEGOZIO,355,09,8,729,10125
"POINT (1396326.227 4990507.53)",CF,VIA S. PIO V 16,Si,No,,1993,7,MISTA,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,N,26751,45,.,,NEGOZIO,328,09,8,726,10125
"POINT (1396385.176 4990476.206)",CF,VIA S. PIO V 20,No,No,,2003,3,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Audiovisivi,S,37355,70,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396385.176 4990476.206)",CF,VIA S. PIO V 20,No,No,,1975,1,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,1928,30,.,,NEGOZIO,329,09,8,727,10125
"POINT (1396260.934 4990123.737)",CF,VIA MADAMA CRISTINA 26,Si,No,,2012,6,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Articoli pr la casa,S,25945,70,30,,NEGOZIO,355,09,8,729,10125
"POINT (1396260.934 4990123.737)",CF,VIA MADAMA CRISTINA 26,Si,No,,2000,8,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,14015,18,.,,NEGOZIO,355,09,8,729,10125
"POINT (1396260.934 4990123.737)",CF,VIA MADAMA CRISTINA 26,Si,No,,1996,9,EXTRALIMENTARI,PICCOLE STRUTTURE,Vend.dettaglio con superf. fino a mq 250,Extralimentari,S,12088,36,.,N,NEGOZIO,355,09,8,729,10125
